T,RING_SIZE,RING_BYTES,RES_ACT,RES_SKETCH,RES_RING
1111,5,104,11,10,28
1112,5,104,18,6,5
1113,5,104,19,7,2
1114,5,104,16,9,4
1115,5,104,18,9,5
1116,5,104,18,7,5
1117,5,104,19,10,33
1118,5,104,20,11,34
1119,5,104,13,7,4
1120,5,104,12,11,29
1121,5,104,21,8,9
1122,5,104,23,17,11
1123,5,104,19,8,5
1124,5,104,18,11,10
1125,5,104,16,5,9
1126,5,104,17,10,8
1127,5,104,16,11,9
1128,5,104,22,14,6
1129,5,104,15,7,4
1130,5,104,19,10,5
1131,5,104,17,12,10
1132,5,104,24,18,12
1133,5,104,15,5,5
1134,5,104,18,11,10
1135,5,104,17,16,6
1136,5,104,12,12,14
1137,5,104,25,19,13
1138,5,104,19,14,5
1139,5,104,19,16,6
1140,5,104,17,10,6
1141,5,104,16,6,7
1142,5,104,20,17,8
1143,5,104,18,11,16
1144,5,104,10,10,5
1145,5,104,14,14,6
1146,5,104,10,10,33
1147,5,104,20,11,10
1148,5,104,18,11,10
1149,5,104,17,10,6
1150,5,104,19,15,14
1151,5,104,18,9,11
1152,5,104,19,9,6
1153,5,104,20,15,6
1154,5,104,18,6,8
1155,5,104,19,11,10
1156,5,104,19,7,6
1157,5,104,20,10,7
1158,5,104,19,11,11
1159,5,104,18,14,33
1160,5,104,17,6,12
1161,5,104,13,13,15
1162,5,104,20,16,15
1163,5,104,18,8,16
1164,5,104,19,5,5
1165,5,104,21,16,7
1166,5,104,16,8,5
1167,5,104,16,6,7
1168,5,104,17,5,6
1169,5,104,15,15,7
1170,5,104,12,11,7
1171,5,104,19,15,6
1172,5,104,20,8,7
1173,5,104,21,9,7
1174,5,104,20,9,8
1175,5,104,21,9,8
1176,5,104,19,9,4
1177,5,104,14,14,7
1178,5,104,21,14,16
1179,5,104,18,15,5
1180,5,104,18,6,8
1181,5,104,22,10,8
1182,5,104,22,9,11
1183,5,104,20,11,7
1184,5,104,19,13,12
1185,5,104,17,7,9
1186,5,104,18,6,6
1187,5,104,18,3,9
1188,5,104,20,13,11
1189,5,104,19,7,13
1190,5,104,17,9,9
1191,5,104,12,7,10
1192,5,104,19,7,9
1193,5,104,20,14,13
1194,5,104,20,8,8
1195,5,104,18,8,12
1196,5,104,19,12,14
1197,5,104,23,11,10
1198,5,104,14,12,17
1199,5,104,21,8,3
1200,5,104,15,10,8
1201,5,104,19,10,15
1202,5,104,19,9,17
1203,5,104,19,17,10
1204,5,104,21,15,16
1205,5,104,15,13,18
1206,5,104,19,10,10
1207,5,104,21,10,18
1208,5,104,17,9,7
1209,5,104,21,18,11
1210,5,104,16,16,9
1211,5,104,14,14,19
1212,5,104,16,7,6
1213,5,104,22,17,8
1214,5,104,18,5,24
1215,5,104,16,14,19
1216,5,104,18,7,11
1217,5,104,20,8,15
1218,5,104,18,13,11
1219,5,104,19,15,11
1220,5,104,19,7,9
1221,5,104,21,8,11
1222,5,104,19,8,12
1223,5,104,19,15,34
1224,5,104,20,10,20
1225,5,104,20,11,8
1226,5,104,19,6,13
1227,5,104,20,14,17
1228,5,104,20,6,9
1229,5,104,21,7,10
1230,5,104,19,4,13
1231,5,104,21,11,8
1232,5,104,21,15,29
1233,5,104,20,6,7
1234,5,104,20,9,7
1235,5,104,20,12,14
1236,5,104,19,11,12
1237,5,104,20,16,35
1238,5,104,20,8,11
1239,5,104,19,9,29
1240,5,104,20,13,16
1241,5,104,20,7,14
1242,5,104,20,5,15
1243,5,104,21,16,11
1244,5,104,21,7,16
1245,5,104,19,6,6
1246,5,104,22,13,4
1247,5,104,22,12,9
1248,5,104,13,8,12
1249,5,104,22,10,11
1250,5,104,21,14,12
1251,5,104,21,15,18
1252,5,104,21,17,36
1253,5,104,14,9,13
1254,5,104,10,3,6
1255,5,104,18,12,5
1256,5,104,20,9,12
1257,5,104,20,6,5
1258,5,104,18,6,8
1259,5,104,18,8,30
1260,5,104,21,10,8
1261,5,104,19,9,15
1262,5,104,22,9,12
1263,5,104,23,14,6
1264,5,104,20,5,16
1265,5,104,22,9,7
1266,5,104,19,5,13
1267,5,104,22,8,12
1268,5,104,20,11,13
1269,5,104,22,19,12
1270,5,104,17,8,9
1271,5,104,20,18,13
1272,5,104,22,18,37
1273,5,104,20,13,20
1274,5,104,15,15,21
1275,5,104,21,8,17
1276,5,104,22,10,10
1277,5,104,20,12,17
1278,5,104,16,8,12
1279,5,104,18,10,10
1280,5,104,21,14,21
1281,5,104,19,9,31
1282,5,104,20,7,7
1283,5,104,23,10,14
1284,5,104,20,9,18
1285,5,104,20,9,10
1286,5,104,19,14,14
1287,5,104,21,12,15
1288,5,104,15,15,10
1289,5,104,21,10,17
1290,5,104,26,20,16
1291,5,104,20,12,19
1292,5,104,23,18,9
1293,5,104,21,11,14
1294,5,104,22,11,22
1295,5,104,11,4,7
1296,5,104,19,8,11
1297,5,104,15,10,15
1298,5,104,17,9,13
1299,5,104,22,10,11
1300,5,104,20,5,8
1301,5,104,20,7,8
1302,5,104,16,16,23
1303,5,104,20,16,8
1304,5,104,21,9,17
1305,5,104,22,6,18
1306,5,104,21,9,8
1307,5,104,22,11,12
1308,5,104,16,11,16
1309,5,104,15,8,7
1310,5,104,24,12,15
1311,5,104,21,10,30
1312,5,104,12,10,8
1313,5,104,23,8,18
1314,5,104,20,8,8
1315,5,104,16,16,11
1316,5,104,17,12,17
1317,5,104,21,11,6
1318,5,104,24,15,9
1319,5,104,20,9,7
1320,5,104,22,13,19
1321,5,104,19,13,10
1322,5,104,21,12,20
1323,5,104,23,20,13
1324,5,104,24,11,15
1325,5,104,22,13,23
1326,5,104,21,9,11
1327,5,104,20,11,10
1328,5,104,20,8,17
1329,5,104,16,15,16
1330,5,104,17,17,24
1331,5,104,21,10,20
1332,5,104,21,10,9
1333,5,104,24,19,10
1334,5,104,22,6,19
1335,5,104,22,10,9
1336,5,104,14,8,9
1337,5,104,24,9,19
1338,5,104,22,11,10
1339,5,104,17,15,21
1340,5,104,21,12,11
1341,5,104,22,16,19
1342,5,104,21,7,10
1343,5,104,22,7,20
1344,5,104,22,15,24
1345,5,104,23,7,10
1346,5,104,16,7,11
1347,5,104,23,15,25
1348,5,104,20,15,16
1349,5,104,24,21,14
1350,5,104,22,8,11
1351,5,104,22,17,13
1352,5,104,22,13,17
1353,5,104,17,10,10
1354,5,104,21,14,13
1355,5,104,23,6,25
1356,5,104,13,12,30
1357,5,104,11,11,12
1358,5,104,22,10,17
1359,5,104,22,12,10
1360,5,104,22,10,10
1361,5,104,25,12,18
1362,5,104,12,12,13
1363,5,104,18,16,22
1364,5,104,18,18,25
1365,5,104,21,10,13
1366,5,104,25,13,18
1367,5,104,27,21,17
1368,5,104,23,11,13
1369,5,104,22,11,20
1370,5,104,17,8,12
1371,5,104,18,9,13
1372,5,104,22,10,18
1373,5,104,22,11,14
1374,5,104,21,6,10
1375,5,104,18,10,12
1376,5,104,24,7,26
1377,5,104,20,10,15
1378,5,104,21,10,8
1379,5,104,23,7,21
1380,5,104,22,16,14
1381,5,104,13,13,14
1382,5,104,22,12,12
1383,5,104,21,19,18
1384,5,104,28,22,18
1385,5,104,21,13,21
1386,5,104,21,11,12
1387,5,104,21,8,10
1388,5,104,23,12,19
1389,5,104,23,12,21
1390,5,104,22,11,9
1391,5,104,19,10,14
1392,5,104,21,8,11
1393,5,104,23,9,13
1394,5,104,22,14,22
1395,5,104,23,12,17
1396,5,104,18,13,18
1397,5,104,29,23,20
1398,5,104,15,7,10
1399,5,104,22,9,19
1400,5,104,22,11,23
1401,5,104,22,11,31
1402,5,104,23,12,10
1403,5,104,19,14,19
1404,5,104,22,7,10
1405,5,104,23,11,26
1406,5,104,18,8,14
1407,5,104,19,19,27
1408,5,104,23,12,20
1409,5,104,24,13,18
1410,5,104,24,13,21
1411,5,104,17,10,12
1412,5,104,19,11,11
1413,5,104,21,16,18
1414,5,104,25,10,21
1415,5,104,19,10,15
1416,5,104,26,11,22
1417,5,104,21,17,11
1418,5,104,24,12,14
1419,5,104,25,20,13
1420,5,104,22,10,12
1421,5,104,23,15,24
1422,5,104,16,9,12
1423,5,104,23,16,27
1424,5,104,16,11,11
1425,5,104,22,12,13
1426,5,104,22,7,11
1427,5,104,24,12,21
1428,5,104,11,11,34
1429,5,104,25,13,15
1430,5,104,12,12,35
1431,5,104,23,12,32
1432,5,104,23,12,21
1433,5,104,22,13,23
1434,5,104,23,16,30
1435,5,104,22,12,11
1436,5,104,21,11,15
1437,5,104,17,17,14
1438,5,104,22,3,13
1439,5,104,26,21,14
1440,5,104,17,14,11
1441,5,104,24,17,28
1442,5,104,24,8,22
1443,5,104,23,11,15
1444,5,104,26,14,16
1445,5,104,24,13,22
1446,5,104,27,15,17
1447,5,104,17,16,23
1448,5,104,22,13,13
1449,5,104,22,18,12
1450,5,104,23,9,14
1451,5,104,25,16,15
1452,5,104,23,12,28
1453,5,104,20,12,13
1454,5,104,19,12,24
1455,5,104,12,9,23
1456,5,104,24,7,13
1457,5,104,23,9,13
1458,5,104,23,14,12
1459,5,104,24,16,25
1460,5,104,24,13,23
1461,5,104,23,13,14
1462,5,104,25,18,29
1463,5,104,26,14,24
1464,5,104,13,13,36
1465,5,104,25,17,26
1466,5,104,23,9,24
1467,5,104,14,14,15
1468,5,104,23,13,12
1469,5,104,22,9,13
1470,5,104,19,17,24
1471,5,104,23,14,22
1472,5,104,22,17,30
1473,5,104,23,6,24
1474,5,104,25,8,27
1475,5,104,22,17,19
1476,5,104,18,9,15
1477,5,104,24,15,13
1478,5,104,14,14,37
1479,5,104,24,13,14
1480,5,104,20,15,23
1481,5,104,19,11,15
1482,5,104,14,13,31
1483,5,104,24,14,15
1484,5,104,19,10,15
1485,5,104,24,8,14
1486,5,104,24,12,14
1487,5,104,24,11,13
1488,5,104,18,11,14
1489,5,104,20,12,16
1490,5,104,24,12,35
1491,5,104,25,12,14
1492,5,104,20,11,16
1493,5,104,25,11,25
1494,5,104,26,18,27
1495,5,104,18,17,26
1496,5,104,24,10,16
1497,5,104,25,14,15
1498,5,104,20,18,25
1499,5,104,23,19,14
1500,5,104,23,10,32
1501,5,104,22,9,15
1502,5,104,23,11,16
1503,5,104,25,11,17
1504,5,104,18,15,14
1505,5,104,22,10,24
1506,5,104,13,10,24
1507,5,104,25,14,22
1508,5,104,21,13,17
1509,5,104,23,12,28
1510,5,104,25,12,14
1511,5,104,25,14,19
1512,5,104,24,17,31
1513,5,104,26,12,27
1514,5,104,23,15,14
1515,5,104,23,12,15
1516,5,104,25,13,25
1517,5,104,23,12,16
1518,5,104,24,10,16
1519,5,104,24,17,16
1520,5,104,22,11,20
1521,5,104,24,10,15
1522,5,104,27,13,28
1523,5,104,24,10,18
1524,5,104,19,16,15
1525,5,104,25,18,32
1526,5,104,21,9,17
1527,5,104,24,9,15
1528,5,104,25,10,16
1529,5,104,25,16,16
1530,5,104,25,10,17
1531,5,104,24,8,24
1532,5,104,23,12,20
1533,5,104,26,15,16
1534,5,104,21,9,18
1535,5,104,23,17,28
1536,5,104,17,17,16
1537,5,104,25,14,22
1538,5,104,26,14,26
1539,5,104,21,19,26
1540,5,104,20,17,17
1541,5,104,26,15,23
1542,5,104,25,15,18
1543,5,104,25,13,25
1544,5,104,25,11,17
1545,5,104,25,14,28
1546,5,104,26,19,30
1547,5,104,28,16,19
1548,5,104,26,15,29
1549,5,104,25,18,21
1550,5,104,25,10,29
1551,5,104,26,19,33
1552,5,104,26,12,18
1553,5,104,27,20,31
1554,5,104,25,18,17
1555,5,104,19,12,15
1556,5,104,22,14,18
1557,5,104,25,13,31
1558,5,104,25,4,17
1559,5,104,26,15,21
1560,5,104,26,6,25
1561,5,104,20,20,32
1562,5,104,27,15,27
1563,5,104,24,8,15
1564,5,104,20,13,29
1565,5,104,21,13,15
1566,5,104,20,10,18
1567,5,104,23,10,16
1568,5,104,20,16,30
1569,5,104,26,13,36
1570,5,104,26,15,23
1571,5,104,24,7,30
1572,5,104,27,12,30
1573,5,104,26,12,18
1574,5,104,24,13,26
1575,5,104,22,20,27
1576,5,104,25,11,34
1577,5,104,17,10,16
1578,5,104,26,11,17
1579,5,104,24,13,33
1580,5,104,25,8,24
1581,5,104,15,15,18
1582,5,104,26,9,28
1583,5,104,26,9,27
1584,5,104,23,15,19
1585,5,104,26,8,17
1586,5,104,26,7,28
1587,5,104,27,20,34
1588,5,104,26,9,16
1589,5,104,18,6,17
1590,5,104,27,16,25
1591,5,104,28,21,35
1592,5,104,25,13,17
1593,5,104,24,13,22
1594,5,104,27,12,20
1595,5,104,14,5,18
1596,5,104,27,13,31
1597,5,104,21,16,27
1598,5,104,26,13,18
1599,5,104,26,9,28
1600,5,104,28,17,26
1601,5,104,26,19,18
1602,5,104,28,14,32
1603,5,104,24,18,32
1604,5,104,25,14,26
1605,5,104,26,14,32
1606,5,104,21,17,32
1607,5,104,23,11,17
1608,5,104,29,17,20
1609,5,104,15,15,38
1610,5,104,22,11,19
1611,5,104,25,15,18
1612,5,104,19,12,17
1613,5,104,24,7,16
1614,5,104,28,13,31
1615,5,104,23,12,20
1616,5,104,27,22,19
1617,5,104,21,21,33
1618,5,104,23,4,18
1619,5,104,27,14,19
1620,5,104,24,16,19
1621,5,104,23,19,38
1622,5,104,26,5,19
1623,5,104,29,22,36
1624,5,104,18,18,19
1625,5,104,27,17,18
1626,5,104,21,11,19
1627,5,104,27,12,37
1628,5,104,24,11,18
1629,5,104,22,22,34
1630,5,104,23,8,12
1631,5,104,24,20,39
1632,5,104,22,17,28
1633,5,104,28,16,28
1634,5,104,22,12,20
1635,5,104,26,16,19
1636,5,104,15,14,35
1637,5,104,18,18,18
1638,5,104,25,19,33
1639,5,104,27,7,29
1640,5,104,27,12,21
1641,5,104,24,18,34
1642,5,104,25,21,40
1643,5,104,27,13,19
1644,5,104,26,22,41
1645,5,104,27,8,30
1646,5,104,28,13,21
1647,5,104,26,11,32
1648,5,104,26,13,20
1649,5,104,22,12,19
1650,5,104,15,6,19
1651,5,104,28,21,32
1652,5,104,23,9,20
1653,5,104,27,9,20
1654,5,104,28,14,20
1655,5,104,24,14,13
1656,5,104,26,12,35
1657,5,104,24,14,23
1658,5,104,26,10,21
1659,5,104,26,9,27
1660,5,104,24,11,20
1661,5,104,28,14,33
1662,5,104,27,17,21
1663,5,104,20,13,20
1664,5,104,25,12,19
1665,5,104,24,13,14
1666,5,104,23,18,29
1667,5,104,29,15,34
1668,5,104,29,15,21
1669,5,104,24,13,20
1670,5,104,23,18,20
1671,5,104,28,13,18
1672,5,104,29,19,24
1673,5,104,29,17,29
1674,5,104,28,9,31
1675,5,104,25,14,35
1676,5,104,23,12,21
1677,5,104,24,19,22
1678,5,104,19,19,21
1679,5,104,18,8,19
1680,5,104,20,13,19
1681,5,104,28,8,32
1682,5,104,27,8,35
1683,5,104,27,12,23
1684,5,104,28,13,38
1685,5,104,25,17,23
1686,5,104,24,13,33
1687,5,104,27,10,28
1688,5,104,27,13,36
1689,5,104,28,14,37
1690,5,104,23,23,36
1691,5,104,24,24,37
1692,5,104,29,14,30
1693,5,104,19,9,20
1694,5,104,28,13,24
1695,5,104,25,20,25
1696,5,104,27,10,19
1697,5,104,23,10,20
1698,5,104,22,18,21
1699,5,104,29,18,21
1700,5,104,28,13,21
1701,5,104,25,14,34
1702,5,104,16,16,20
1703,5,104,27,9,21
1704,5,104,27,11,21
1705,5,104,29,15,38
1706,5,104,16,7,20
1707,5,104,17,8,21
1708,5,104,28,17,20
1709,5,104,25,8,17
1710,5,104,28,10,22
1711,5,104,29,14,35
1712,5,104,26,20,18
1713,5,104,30,16,36
1714,5,104,27,12,36
1715,5,104,27,21,19
1716,5,104,27,10,33
1717,5,104,25,14,25
1718,5,104,23,21,28
1719,5,104,25,12,25
1720,5,104,25,15,15
1721,5,104,21,7,22
1722,5,104,23,19,22
1723,5,104,26,9,20
1724,5,104,26,15,26
1725,5,104,28,15,22
1726,5,104,27,14,37
1727,5,104,23,11,28
1728,5,104,23,14,21
1729,5,104,22,14,21
1730,5,104,27,11,22
1731,5,104,29,9,34
1732,5,104,28,23,22
1733,5,104,28,9,37
1734,5,104,28,22,21
1735,5,104,24,15,22
1736,5,104,26,15,27
1737,5,104,25,8,22
1738,5,104,30,20,28
1739,5,104,25,12,25
1740,5,104,31,17,37
1741,5,104,29,16,33
1742,5,104,26,13,26
1743,5,104,30,17,34
1744,5,104,29,10,38
1745,5,104,26,18,25
1746,5,104,28,19,29
1747,5,104,20,10,22
1748,5,104,24,12,29
1749,5,104,27,14,35
1750,5,104,29,14,22
1751,5,104,25,12,16
1752,5,104,20,20,22
1753,5,104,22,18,38
1754,5,104,30,15,23
1755,5,104,30,24,29
1756,5,104,28,15,28
1757,5,104,28,14,34
1758,5,104,29,23,22
1759,5,104,24,11,21
1760,5,104,29,11,23
1761,5,104,29,16,30
1762,5,104,29,16,23
1763,5,104,22,18,38
1764,5,104,30,17,31
1765,5,104,30,16,23
1766,5,104,30,16,39
1767,5,104,29,10,36
1768,5,104,24,11,22
1769,5,104,28,11,31
1770,5,104,25,10,23
1771,5,104,27,16,29
1772,5,104,26,16,37
1773,5,104,30,11,22
1774,5,104,23,15,22
1775,5,104,29,24,24
1776,5,104,24,13,22
1777,5,104,17,17,22
1778,5,104,25,14,23
1779,5,104,27,17,38
1780,5,104,29,14,26
1781,5,104,29,15,32
1782,5,104,27,23,42
1783,5,104,27,15,37
1784,5,104,31,17,24
1785,5,104,29,10,23
1786,5,104,30,23,38
1787,5,104,29,14,23
1788,5,104,24,13,23
1789,5,104,28,13,24
1790,5,104,28,11,37
1791,5,104,29,16,39
1792,5,104,31,25,32
1793,5,104,26,9,16
1794,5,104,26,14,23
1795,5,104,28,16,23
1796,5,104,30,11,39
1797,5,104,31,12,40
1798,5,104,27,11,23
1799,5,104,25,14,24
1800,5,104,28,20,39
1801,5,104,31,18,32
1802,5,104,26,5,24
1803,5,104,31,16,24
1804,5,104,28,12,24
1805,5,104,25,10,25
1806,5,104,24,19,33
1807,5,104,30,12,24
1808,5,104,26,16,17
1809,5,104,29,14,23
1810,5,104,26,15,26
1811,5,104,30,15,24
1812,5,104,25,20,34
1813,5,104,32,13,41
1814,5,104,32,19,33
1815,5,104,27,15,30
1816,5,104,28,6,23
1817,5,104,18,11,34
1818,5,104,30,15,24
1819,5,104,30,15,37
1820,5,104,24,12,24
1821,5,104,29,10,25
1822,5,104,27,10,35
1823,5,104,32,18,25
1824,5,104,28,12,25
1825,5,104,30,14,26
1826,5,104,31,12,23
1827,5,104,30,17,26
1828,5,104,28,14,24
1829,5,104,30,13,27
1830,5,104,19,19,25
1831,5,104,32,17,25
1832,5,104,25,14,37
1833,5,104,25,8,18
1834,5,104,30,25,25
1835,5,104,32,26,33
1836,5,104,25,13,24
1837,5,104,21,11,24
1838,5,104,29,12,34
1839,6,104,27,16,0
1840,6,104,24,14,25
1841,6,104,26,15,26
1842,6,104,27,14,29
1843,6,104,27,10,25
1844,6,104,30,15,27
1845,6,104,28,17,1
1846,6,104,18,18,25
1847,6,104,19,9,25
1848,6,104,31,24,0
1849,6,104,25,12,25
1850,6,104,30,13,1
1851,6,104,16,15,1
1852,6,104,28,15,1
1853,6,104,32,18,0
1854,6,104,29,16,1
1855,6,104,26,14,19
1856,6,104,33,18,26
1857,6,104,27,10,19
1858,6,104,29,11,0
1859,6,104,28,14,1
1860,6,104,27,15,25
1861,6,104,26,14,26
1862,6,104,29,16,1
1863,6,104,32,25,1
1864,6,104,29,10,1
1865,6,104,33,26,2
1866,6,104,27,15,20
1867,6,104,30,17,25
1868,6,104,30,24,25
1869,6,104,25,14,26
1870,6,104,29,18,2
1871,6,104,31,20,1
1872,6,104,29,16,2
1873,6,104,26,13,2
1874,6,104,30,11,2
1875,6,104,24,8,24
1876,6,104,28,11,0
1877,6,104,30,10,2
1878,6,104,26,12,26
1879,6,104,33,27,3
1880,6,104,24,19,2
1881,6,104,28,10,2
1882,6,104,30,11,26
1883,6,104,24,13,26
1884,6,104,29,13,27
1885,6,104,24,20,25
1886,6,104,25,15,26
1887,6,104,31,18,1
1888,6,104,25,25,1
1889,6,104,31,12,3
1890,6,104,30,15,2
1891,6,104,31,12,27
1892,6,104,31,15,28
1893,6,104,30,14,28
1894,6,104,27,21,28
1895,6,104,29,16,2
1896,6,104,21,21,26
1897,6,104,26,16,3
1898,6,104,30,12,4
1899,6,104,30,17,3
1900,6,104,32,22,3
1901,6,104,30,18,2
1902,6,104,27,15,1
1903,6,104,29,13,3
1904,6,104,30,7,26
1905,6,104,26,13,34
1906,6,104,26,13,26
1907,6,104,27,6,27
1908,6,104,28,16,27
1909,6,104,33,14,4
1910,6,104,28,24,43
1911,6,104,21,14,26
1912,7,104,30,18,5
1913,7,104,27,9,0
1914,7,104,25,9,1
1915,7,104,26,26,2
1916,7,104,32,19,4
1917,7,104,28,16,2
1918,7,104,29,15,3
1919,7,104,27,17,5
1920,7,104,30,17,4
1921,7,104,34,15,5
1922,7,104,31,11,4
1923,7,104,30,17,4
1924,7,104,30,12,0
1925,7,104,31,16,4
1926,7,104,29,17,1
1927,7,104,31,16,1
1928,7,104,25,16,1
1929,7,104,28,17,3
1930,7,104,31,11,2
1931,7,104,27,16,1
1932,7,104,27,16,2
1933,7,104,33,19,3
1934,7,104,26,16,1
1935,7,104,32,21,5
1936,7,104,29,16,3
1937,7,104,31,19,5
1938,7,104,31,15,1
1939,7,104,29,13,2
1940,7,104,31,15,3
1941,7,104,25,20,4
1942,7,104,31,18,2
1943,7,104,31,14,4
1944,7,104,31,16,1
1945,7,104,25,21,2
1946,7,104,28,20,1
1947,7,104,28,13,1
1948,7,104,31,14,2
1949,7,104,28,11,0
1950,7,104,34,28,5
1951,7,104,29,11,4
1952,7,104,28,17,5
1953,7,104,26,10,2
1954,7,104,31,15,3
1955,7,104,32,17,2
1956,7,104,32,13,2
1957,7,104,29,18,6
1958,7,104,30,19,7
1959,7,104,28,20,5
1960,7,104,33,20,7
1961,7,104,17,16,3
1962,7,104,32,16,3
1963,7,104,29,11,4
1964,7,104,26,22,3
1965,7,104,30,18,1
1966,7,104,27,13,2
1967,7,104,16,16,4
1968,7,104,31,13,3
1969,7,104,29,12,1
1970,7,104,22,22,2
1971,7,104,30,22,3
1972,7,104,30,19,2
1973,7,104,32,15,8
1974,7,104,31,20,8
1975,7,104,29,14,2
1976,7,104,31,19,6
1977,7,104,25,12,0
1978,7,104,31,16,4
1979,7,104,32,18,3
1980,7,104,28,17,3
1981,7,104,30,18,3
1982,7,104,30,12,5
1983,7,104,31,20,3
1984,7,104,31,21,4
1985,7,104,19,19,3
1986,7,104,32,13,6
1987,7,104,31,17,8
1988,7,104,17,11,4
1989,7,104,32,17,2
1990,7,104,30,14,4
1991,7,104,17,17,5
1992,7,104,20,20,2
1993,7,104,27,23,4
1994,7,104,33,19,4
1995,7,104,33,16,5
1996,7,104,28,14,4
1997,7,104,26,21,6
1998,7,104,29,15,5
1999,7,104,31,15,5
2000,7,104,27,16,3
2001,7,104,31,9,4
2002,7,104,33,22,6
2003,7,104,32,16,7
2004,7,104,32,15,7
2005,7,104,31,18,5
2006,7,104,32,19,6
2007,7,104,31,11,6
2008,7,104,31,19,3
2009,7,104,32,19,4
2010,7,104,33,14,7
2011,7,104,32,19,3
2012,7,104,32,18,9
2013,7,104,31,13,2
2014,7,104,18,12,6
2015,7,104,33,14,3
2016,7,104,31,25,3
2017,7,104,34,21,8
2018,7,104,33,17,4
2019,7,104,32,18,6
2020,7,104,32,21,9
2021,7,104,34,23,7
2022,7,104,33,19,5
2023,7,104,28,17,4
2024,7,104,33,11,1
2025,7,104,34,17,8
2026,7,104,32,12,5
2027,7,104,31,23,5
2028,7,104,35,18,9
2029,7,104,29,14,3
2030,7,104,30,12,6
2031,7,104,32,24,6
2032,7,104,33,18,4
2033,7,104,33,17,6
2034,7,104,28,14,6
2035,7,104,28,10,1
2036,7,104,29,11,2
2037,7,104,33,15,4
2038,7,104,31,11,6
2039,7,104,20,12,10
2040,7,104,32,16,6
2041,7,104,27,11,4
2042,7,104,30,16,7
2043,7,104,32,10,5
2044,7,104,33,22,7
2045,7,104,34,23,8
2046,7,104,31,8,4
2047,7,104,29,14,4
2048,7,104,33,18,8
2049,7,104,36,19,10
2050,7,104,34,20,6
2051,7,104,37,20,11
2052,7,104,32,13,2
2053,7,104,33,20,5
2054,7,104,32,26,4
2055,7,104,21,21,4
2056,7,104,28,24,6
2057,7,104,26,13,2
2058,7,104,30,16,8
2059,7,104,28,22,5
2060,7,104,32,15,4
2061,7,104,34,15,8
2062,7,104,32,18,6
2063,7,104,33,22,10
2064,7,104,33,19,8
2065,7,104,33,20,11
2066,7,104,30,15,5
2067,7,104,31,13,9
2068,7,104,35,16,7
2069,7,104,28,14,6
2070,7,104,34,20,7
2071,7,104,34,16,6
2072,7,104,26,15,11
2073,7,104,32,14,39
2074,7,104,34,23,12
2075,7,104,28,15,5
2076,7,104,32,16,5
2077,7,104,27,27,7
2078,7,104,28,12,5
2079,7,104,28,28,8
2080,7,104,31,13,5
2081,7,104,29,17,6
2082,7,104,33,12,10
2083,7,104,21,13,11
2084,7,104,33,19,7
2085,7,104,33,17,7
2086,7,104,31,17,8
2087,7,104,33,20,5
2088,7,104,29,16,6
2089,7,104,34,21,13
2090,7,104,27,14,3
2091,7,104,30,15,6
2092,7,104,33,12,8
2093,7,104,20,20,5
2094,7,104,34,7,3
2095,7,104,29,18,6
2096,7,104,29,11,4
2097,7,104,34,20,8
2098,7,104,33,17,8
2099,7,104,27,13,3
2100,7,104,34,27,5
2101,7,104,29,29,9
2102,7,104,33,19,8
2103,7,104,34,23,12
2104,7,104,34,19,4
2105,7,104,34,16,9
2106,7,104,30,12,4
2107,7,104,31,16,5
2108,7,104,22,15,5
2109,7,104,34,11,6
2110,7,104,32,14,11
2111,7,104,34,15,6
2112,7,104,38,21,12
2113,7,104,34,18,7
2114,7,104,31,18,13
2115,7,104,35,24,9
2116,7,104,34,18,7
2117,6,104,33,16,13
2118,6,104,31,17,9
2119,6,104,34,21,6
2120,6,104,35,21,9
2121,6,104,35,16,7
2122,6,104,36,22,10
2123,6,104,32,17,12
2124,6,104,35,20,6
2125,6,104,34,12,8
2126,6,104,29,15,6
2127,6,104,35,22,7
2128,6,104,30,18,7
2129,6,104,35,17,9
2130,6,104,29,17,6
2131,6,104,30,21,8
2132,6,104,36,18,10
2133,6,104,32,13,11
2134,6,104,34,16,7
2135,6,104,35,19,8
2136,6,104,31,19,8
2137,6,104,37,19,11
2138,6,104,33,14,6
2139,6,104,32,17,6
2140,6,104,36,25,10
2141,5,104,30,19,8
2142,5,104,30,16,7
2143,5,104,30,15,6
2144,5,104,36,23,8
2145,5,104,35,24,14
2146,5,104,34,16,5
2147,5,104,27,16,12
2148,5,104,33,12,8
2149,5,104,32,21,7
2150,5,104,35,28,7
2151,5,104,28,18,11
2152,5,104,22,12,4
2153,5,104,21,21,7
2154,5,104,27,21,12
2155,5,104,36,20,9
2156,5,104,39,22,13
2157,5,104,32,14,7
2158,5,104,34,13,9
2159,5,104,34,21,7
2160,5,104,35,22,8
2161,5,104,35,11,9
2162,5,104,35,24,14
2163,5,104,23,11,7
2164,5,104,35,17,6
2165,5,104,36,18,7
2166,5,104,37,19,8
2167,5,104,36,17,8
2168,5,104,34,20,10
2169,5,104,35,21,9
2170,5,104,28,22,13
2171,5,104,29,15,9
2172,5,104,32,17,10
2173,5,104,29,18,11
2174,5,104,34,13,13
2175,5,104,37,26,11
2176,5,104,37,23,11
2177,5,104,30,19,12
2178,5,104,29,17,5
2179,5,104,33,14,5
2180,5,104,36,12,10
2181,5,104,40,23,14
2182,5,104,33,20,8
2183,5,104,34,18,10
